transaction_id,customer_id,account_id,transaction_datetime,transaction_amount,merchant_name,merchant_category,payment_channel,device_type,device_id,ip_address,customer_age,customer_tenure_months,customer_city,customer_country,account_balance,failed_transactions_last_24h,transactions_last_24h,transactions_last_30d,avg_transaction_amount_30d,distance_from_home_km,is_international,is_new_device,row_id,transaction_date,transaction_time,transaction_dt,day_name,month_name,transaction_year,is_weekend,transaction_period,risk_score,customer_segment,transaction_category,fraud_flag
TXN1001464,CUST501464,ACC701464,"2024-08-15 18:40:58",1919.74,Netflix,Food,UPI,Tablet,DEV222334,39.217.226.208,78.0,110,Pune,India,760311.04,8,40,144,63790.28,10230.55,0,1,1508,2024-08-15,18:40:58,"2024-08-15 18:40:58",Thursday,August,2024,0,Evening,175.00,Gold,Medium,"High Risk"
TXN1001645,CUST501645,ACC701645,"2025-08-06 19:10:08",498.90,"Google play",Travel,"Debit Card",Windows,DEV831557,129.243.29.55,63.0,157,Delhi,India,1141549.62,12,5,92,25450.55,3688.67,0,0,1509,2025-08-06,19:10:08,"2025-08-06 19:10:08",Wednesday,August,2025,0,Evening,130.00,Premium,Low,"High Risk"
TXN1001465,CUST501465,ACC701465,"2025-10-09 12:13:27",2508.25,Ebay,Retail,"Mobile Wallet",Tablet,DEV882220,166.62.117.99,49,6,Tokyo,Japan,1129939.51,3,32,245,55154.12,5095.36,1,0,1510,2025-10-09,12:13:27,"2025-10-09 12:13:27",Thursday,October,2025,0,Afternoon,114.00,Premium,Medium,"High Risk"
TXN1001646,CUST501646,ACC701646,"2024-09-21 23:56:44",3438.72,Target,Food,"Credit Card",MacBook,DEV529640,46.112.227.125,21.0,84,Dubai,UAE,263582.31,8,40,84,62093.62,7246.48,1,1,1511,2024-09-21,23:56:44,"2024-09-21 23:56:44",Saturday,September,2024,1,Evening,195.00,Gold,Medium,"High Risk"
TXN1001466,CUST501466,ACC701466,"2026-04-26 18:03:58",1237.73,Target,E-commerce,UPI,MacBook,DEV433425,149.140.166.123,72.0,23,Hyderabad,India,1389472.57,10,35,3,71293.81,10454.92,0,0,1512,2026-04-26,18:03:58,"2026-04-26 18:03:58",Sunday,April,2026,1,Evening,170.00,Premium,Medium,"High Risk"
TXN1001647,CUST501647,ACC701647,"2024-11-03 09:11:39",1222.43,Alibaba,Entertainment,"Net Banking",iPhone,DEV691216,123.97.183.163,53.0,140,Ahmedabad,India,13101.96,9,11,186,43355.09,7046.16,0,1,1513,2024-11-03,09:11:39,"2024-11-03 09:11:39",Sunday,November,2024,1,Morning,127.00,Regular,Medium,"High Risk"
TXN1001467,CUST501467,ACC701467,"2026-01-11 12:00:34",3576.85,Walmart,Entertainment,UPI,iPhone,DEV833371,156.98.237.119,51.0,91,Bengaluru,India,953922.97,5,34,277,32209.30,11606.32,0,0,1514,2026-01-11,12:00:34,"2026-01-11 12:00:34",Sunday,January,2026,1,Afternoon,118.00,Gold,Medium,"High Risk"
TXN1001648,CUST501648,ACC701648,"2025-02-25 13:16:08",11303.93,Uber,Food,"Net Banking",Windows,DEV305575,42.108.27.22,62.0,125,Dubai,UAE,356180.10,9,11,88,62222.62,13341.73,1,0,1515,2025-02-25,13:16:08,"2025-02-25 13:16:08",Tuesday,February,2025,0,Afternoon,132.00,Gold,High,"High Risk"
TXN1001468,CUST501468,ACC701468,"2024-07-02 16:17:44",9182.81,Apple,Entertainment,"Debit Card",MacBook,DEV484646,223.53.224.194,64.0,153,Chennai,India,1243354.27,3,4,185,13209.80,1024.60,0,0,1516,2024-07-02,16:17:44,"2024-07-02 16:17:44",Tuesday,July,2024,0,Afternoon,38.00,Premium,Medium,"Medium Risk"
TXN1001649,CUST501649,ACC701649,"2024-07-21 12:46:38",963.22,"Google play",Retail,"Net Banking",iPhone,DEV169218,159.250.167.69,56.0,87,Mumbai,India,1490431.91,10,14,41,51428.32,12262.97,0,1,1517,2024-07-21,12:46:38,"2024-07-21 12:46:38",Sunday,July,2024,1,Afternoon,143.00,Premium,Low,"High Risk"
TXN1001469,CUST501469,ACC701469,"2024-10-28 00:26:20",1257.46,Flipkart,Retail,"Debit Card",iPhone,DEV239096,81.236.31.82,21.0,81,Ahmedabad,India,173090.28,0,0,182,26150.08,6706.45,0,1,1518,2024-10-28,00:26:20,"2024-10-28 00:26:20",Monday,October,2024,0,Night,15.00,Regular,Medium,"Low Risk"
TXN1001470,CUST501470,ACC701470,"2024-09-07 05:55:51",6048.29,Apple,Travel,"Credit Card",Windows,DEV902597,222.158.112.29,36.0,1,Vijayawada,India,525576.09,1,6,194,26945.28,4818.90,0,0,1519,2024-09-07,05:55:51,"2024-09-07 05:55:51",Saturday,September,2024,1,Night,22.00,Gold,Medium,"Low Risk"
TXN1001650,CUST501650,ACC701650,"2025-02-09 08:17:20",1016.09,Airbnb,Electronics,"Net Banking",Tablet,DEV665105,207.146.21.43,73.0,102,Dubai,UAE,434440.05,1,18,94,36905.27,4625.95,1,0,1520,2025-02-09,08:17:20,"2025-02-09 08:17:20",Sunday,February,2025,1,Morning,66.00,Gold,Medium,"High Risk"
TXN1001471,CUST501471,ACC701471,"2025-06-23 08:03:36",4343.02,Amazn,E-commerce,"Credit Card",Windows,DEV900085,136.177.245.41,33.0,143,Ahmedabad,India,1107730.80,12,40,167,64797.59,6074.68,0,0,1521,2025-06-23,08:03:36,"2025-06-23 08:03:36",Monday,June,2025,0,Morning,200.00,Premium,Medium,"High Risk"
TXN1001651,CUST501651,ACC701651,"2025-10-02 18:35:30",4041.77,Airbnb,Food,"Net Banking",Windows,DEV896923,90.13.130.166,76.0,116,Tokyo,Japan,1159371.31,7,6,9,34950.79,9343.23,1,0,1522,2025-10-02,18:35:30,"2025-10-02 18:35:30",Thursday,October,2025,0,Evening,102.00,Premium,Medium,"High Risk"
TXN1001472,CUST501472,ACC701472,"2025-03-14 18:50:34",3094.08,Walmart,E-commerce,"Credit Card",iPhone,DEV653412,97.62.174.113,25.0,43,Bengaluru,India,190803.33,0,13,242,62909.92,14686.20,0,1,1523,2025-03-14,18:50:34,"2025-03-14 18:50:34",Friday,March,2025,0,Evening,41.00,Regular,Medium,"Medium Risk"
TXN1001652,CUST501652,ACC701652,"2025-03-21 04:04:12",938.86,Uber,Travel,"Debit Card",Windows,DEV760762,145.252.195.40,64.0,13,Kolkata,India,629603.20,11,13,283,22936.34,6450.77,0,1,1524,2025-03-21,04:04:12,"2025-03-21 04:04:12",Friday,March,2025,0,Night,151.00,Gold,Low,"High Risk"
TXN1001653,CUST501653,ACC701653,"2025-10-19 12:41:51",8197.37,Apple,Entertainment,"Credit Card",Android,DEV149847,136.100.163.17,52.0,127,Ahmedabad,India,49633.51,9,28,99,42616.79,1569.02,0,1,1525,2025-10-19,12:41:51,"2025-10-19 12:41:51",Sunday,October,2025,1,Afternoon,161.00,Regular,Medium,"High Risk"
TXN1001473,CUST501473,ACC701473,"2024-12-29 16:51:46",2022.17,Costco,E-commerce,"Debit Card",iPhone,DEV711760,170.97.234.63,35.0,135,Vijayawada,India,1338563.72,0,24,21,72801.80,5902.12,0,0,1526,2024-12-29,16:51:46,"2024-12-29 16:51:46",Sunday,December,2024,1,Afternoon,48.00,Premium,Medium,"Medium Risk"
TXN1001654,CUST501654,ACC701654,"2025-02-24 14:16:00",2930.46,Microsoft,Travel,UPI,iPhone,DEV329627,16.214.81.17,30.0,142,Toronto,Canada,738862.97,1,29,64,39082.27,12896.95,1,0,1527,2025-02-24,14:16:00,"2025-02-24 14:16:00",Monday,February,2025,0,Afternoon,88.00,Gold,Medium,"High Risk"
TXN1001474,CUST501474,ACC701474,"2025-03-20 03:17:49",2534.58,Uber,Travel,"Net Banking",Tablet,DEV347014,196.69.94.65,70.0,127,Toronto,Canada,1040191.87,9,18,40,50379.47,2799.04,1,0,1528,2025-03-20,03:17:49,"2025-03-20 03:17:49",Thursday,March,2025,0,Night,146.00,Premium,Medium,"High Risk"
TXN1001655,CUST501655,ACC701655,"2025-08-01 06:28:52",1334.24,Costco,Electronics,"Net Banking",Tablet,DEV152304,146.128.32.113,23.0,4,London,UK,1464738.40,5,29,158,42801.74,2808.95,1,0,1529,2025-08-01,06:28:52,"2025-08-01 06:28:52",Friday,August,2025,0,Morning,128.00,Premium,Medium,"High Risk"
TXN1001475,CUST501475,ACC701475,"2025-10-25 19:57:32",1454.78,Amazon,Electronics,UPI,Windows,DEV566013,212.178.178.110,69.0,37,Bengaluru,India,1348730.35,6,0,40,5175.46,6297.47,0,1,1530,2025-10-25,19:57:32,"2025-10-25 19:57:32",Saturday,October,2025,1,Evening,75.00,Premium,Medium,"High Risk"
TXN1001656,CUST501656,ACC701656,"2025-07-25 01:35:13",1539.48,Microsoft,Electronics,UPI,Tablet,DEV502840,172.44.245.249,56.0,40,London,UK,1066131.83,1,24,201,11347.58,9732.10,1,0,1531,2025-07-25,01:35:13,"2025-07-25 01:35:13",Friday,July,2025,0,Night,78.00,Premium,Medium,"High Risk"
TXN1001476,CUST501476,ACC701476,"2025-09-17 11:18:20",11348.81,Apple,Retail,"Debit Card",Android,DEV323992,140.188.38.241,43.0,26,Bengaluru,India,1472570.16,5,32,207,954.33,7778.14,0,0,1532,2025-09-17,11:18:20,"2025-09-17 11:18:20",Wednesday,September,2025,0,Morning,114.00,Premium,High,"High Risk"
TXN1001657,CUST501657,ACC701657,"2024-10-30 07:09:18",31279.17,Uber,Travel,UPI,iPhone,DEV576264,143.57.24.197,21.0,71,Toronto,Indai,1053619.78,1,24,212,49895.42,2139.75,1,1,1533,2024-10-30,07:09:18,"2024-10-30 07:09:18",Wednesday,October,2024,0,Morning,93.00,Premium,High,"High Risk"
TXN1001477,CUST501477,ACC701477,"2024-07-04 11:23:24",881.48,"Google play",Entertainment,"Mobile Wallet",MacBook,DEV369046,182.127.37.166,60.0,60,Singapore,Singapore,1231008.49,8,26,104,38358.06,6066.46,1,0,1534,2024-07-04,11:23:24,"2024-07-04 11:23:24",Thursday,July,2024,0,Morning,152.00,Premium,Low,"High Risk"
TXN1001658,CUST501658,ACC701658,"2025-03-21 22:43:43",2947.33,Flipkart,Food,"Net Banking",Windows,DEV225972,142.15.102.65,62.0,118,Hyderabad,India,1404385.43,7,19,22,63597.71,11408.68,0,1,1535,2025-03-21,22:43:43,"2025-03-21 22:43:43",Friday,March,2025,0,Evening,123.00,Premium,Medium,"High Risk"
TXN1001478,CUST501478,ACC701478,"2025-06-09 21:51:18",5624.82,Microsoft,Travel,"Credit Card",Android,DEV445122,190.232.97.1,29.0,61,Dubai,UAE,673665.30,6,23,110,5842.83,5226.16,1,0,1536,2025-06-09,21:51:18,"2025-06-09 21:51:18",Monday,June,2025,0,Evening,126.00,Gold,Medium,"High Risk"
TXN1001659,CUST501659,ACC701659,"2025-11-28 15:10:18",2101.65,Walmart,Food,"Credit Card",Android,DEV734953,214.70.240.203,78.0,159,"New York",USA,1363717.25,6,21,263,18435.70,7135.55,1,1,1537,2025-11-28,15:10:18,"2025-11-28 15:10:18",Friday,November,2025,0,Afternoon,137.00,Premium,Medium,"High Risk"
TXN1001479,CUST501479,ACC701479,"2025-07-19 22:15:29",8516.17,Costco,Food,"Mobile Wallet",Tablet,DEV773930,35.101.227.117,64.0,54,Tokyo,Japan,1409753.93,7,27,37,52108.14,10366.39,1,0,1538,2025-07-19,22:15:29,"2025-07-19 22:15:29",Saturday,July,2025,1,Evening,144.00,Premium,Medium,"High Risk"
TXN1001660,CUST501660,ACC701660,"2025-11-18 14:56:28",1583.55,Alibaba,E-commerce,UPI,Tablet,DEV558069,97.30.204.213,51.0,42,Pune,India,554108.81,1,10,103,29852.93,2040.38,0,1,1539,2025-11-18,14:56:28,"2025-11-18 14:56:28",Tuesday,November,2025,0,Afternoon,45.00,Gold,Medium,"Medium Risk"
TXN1001480,CUST501480,ACC701480,"2026-03-21 03:59:28",1308.80,Apple,Travel,"Credit Card",Android,DEV462981,174.107.102.109,20.0,125,Bengaluru,India,1225972.09,0,28,82,24877.74,150.90,0,0,1540,2026-03-21,03:59:28,"2026-03-21 03:59:28",Saturday,March,2026,1,Night,56.00,Premium,Medium,"High Risk"
TXN1001661,CUST501661,ACC701661,"2025-07-03 03:05:13",5100.85,"Google play",Electronics,UPI,Windows,DEV371612,7.38.172.232,73.0,126,Paris,France,561841.47,3,0,205,66858.66,7286.47,1,0,1541,2025-07-03,03:05:13,"2025-07-03 03:05:13",Thursday,July,2025,0,Night,50.00,Gold,Medium,"Medium Risk"
TXN1001481,CUST501481,ACC701481,"2024-11-28 07:49:48",5801.36,Flipkart,Food,"Mobile Wallet",Windows,DEV668739,167.48.59.246,50.0,24,Vijayawada,India,704764.47,11,35,238,4532.70,3010.98,0,1,1542,2024-11-28,07:49:48,"2024-11-28 07:49:48",Thursday,November,2024,0,Morning,195.00,Gold,Medium,"High Risk"
TXN1001662,CUST501662,ACC701662,"2025-05-13 08:02:25",396.10,Alibaba,Food,"Debit Card",Windows,DEV251594,205.73.67.120,70.0,81,Bengaluru,India,110593.20,5,31,159,22560.84,5493.42,0,0,1543,2025-05-13,08:02:25,"2025-05-13 08:02:25",Tuesday,May,2025,0,Morning,112.00,Regular,Low,"High Risk"
TXN1001482,CUST501482,ACC701482,"2024-08-27 05:30:25",2088.04,Microsoft,E-commerce,"Debit Card",Tablet,DEV224198,146.87.10.60,74.0,93,Ahmedabad,India,192532.16,6,8,271,41427.78,13954.49,0,0,1544,2024-08-27,05:30:25,"2024-08-27 05:30:25",Tuesday,August,2024,0,Night,76.00,Regular,Medium,"High Risk"
TXN1001663,CUST501663,ACC701663,"2024-06-25 04:18:11",1508.41,Uber,Entertainment,UPI,iPhone,DEV430686,184.58.43.132,68.0,24,Vijayawada,India,1301315.53,11,29,69,37982.39,10569.43,0,1,1545,2024-06-25,04:18:11,"2024-06-25 04:18:11",Tuesday,June,2024,0,Night,183.00,Premium,Medium,"High Risk"
TXN1001483,CUST501483,ACC701483,"2026-06-02 05:19:51",1924.38,Alibaba,E-commerce,"Mobile Wallet",iPhone,DEV807631,186.239.130.109,68.0,143,Vijayawada,India,1101474.70,9,33,273,8272.17,11186.53,0,1,1546,2026-06-02,05:19:51,"2026-06-02 05:19:51",Tuesday,June,2026,0,Night,171.00,Premium,Medium,"High Risk"
TXN1001664,CUST501664,ACC701664,"2026-03-21 05:39:12",106.31,Microsoft,Retail,"Mobile Wallet",Tablet,DEV782311,203.76.11.100,47.0,175,Ahmedabad,India,1322219.48,3,22,252,66497.88,9167.08,0,0,1547,2026-03-21,05:39:12,"2026-03-21 05:39:12",Saturday,March,2026,1,Night,74.00,Premium,Low,"High Risk"
TXN1001484,CUST501484,ACC701484,"2024-07-07 04:23:47",1678.13,Microsoft,E-commerce,"Debit Card",Windows,DEV418259,194.202.115.171,44.0,85,Chennai,India,870237.83,0,16,51,69775.25,2309.87,0,0,1548,2024-07-07,04:23:47,"2024-07-07 04:23:47",Sunday,July,2024,1,Night,32.00,Gold,Medium,"Medium Risk"
TXN1001665,CUST501665,ACC701665,"2025-12-03 08:19:36",1060.60,Amazon,E-commerce,UPI,iPhone,DEV577455,186.60.219.103,39.0,123,London,UK,739572.88,4,11,241,65875.90,13720.82,1,0,1549,2025-12-03,08:19:36,"2025-12-03 08:19:36",Wednesday,December,2025,0,Morning,82.00,Gold,Medium,"High Risk"
TXN1001485,CUST501485,ACC701485,"2026-02-20 21:58:43",360.06,Netflix,Entertainment,"Debit Card",Windows,DEV703379,152.12.150.109,31.0,135,Delhi,India,911328.10,3,28,166,33061.84,11784.19,0,0,1550,2026-02-20,21:58:43,"2026-02-20 21:58:43",Friday,February,2026,0,Evening,86.00,Gold,Low,"High Risk"
TXN1001666,CUST501666,ACC701666,"2024-07-30 13:26:58",4221.42,"Best buy",Electronics,UPI,Windows,DEV905292,131.215.120.91,48.0,101,Delhi,India,313580.03,0,40,265,73948.98,1549.93,0,1,1551,2024-07-30,13:26:58,"2024-07-30 13:26:58",Tuesday,July,2024,0,Afternoon,95.00,Gold,Medium,"High Risk"
TXN1001486,CUST501486,ACC701486,"2025-08-09 13:00:05",3127.30,Costco,Entertainment,"Net Banking",Tablet,DEV787062,203.83.232.207,40.0,143,Vijayawada,India,1124117.88,12,28,270,74051.63,2640.96,0,0,1552,2025-08-09,13:00:05,"2025-08-09 13:00:05",Saturday,August,2025,1,Afternoon,176.00,Premium,Medium,"High Risk"
TXN1001667,CUST501667,ACC701667,"2025-07-25 20:02:38",7202.84,Airbnb,Food,UPI,MacBook,DEV168075,160.117.140.173,59.0,143,Tokyo,Japan,2311.32,9,14,293,48406.82,6461.28,1,0,1553,2025-07-25,20:02:38,"2025-07-25 20:02:38",Friday,July,2025,0,Evening,138.00,Regular,Medium,"High Risk"
TXN1001487,CUST501487,ACC701487,"2025-07-15 03:48:20",7658.35,Airbnb,Retail,"Net Banking",MacBook,DEV203769,200.51.86.54,78.0,121,Chennai,India,568088.01,6,13,236,51371.00,435.75,0,0,1554,2025-07-15,03:48:20,"2025-07-15 03:48:20",Tuesday,July,2025,0,Night,86.00,Gold,Medium,"High Risk"
TXN1001668,CUST501668,ACC701668,"2026-02-02 12:44:53",3314.20,"Best buy",Entertainment,UPI,Windows,DEV197400,153.83.96.184,72.0,125,Delhi,India,1166436.90,1,27,254,67592.93,326.95,0,0,1555,2026-02-02,12:44:53,"2026-02-02 12:44:53",Monday,February,2026,0,Afternoon,64.00,Premium,Medium,"High Risk"
TXN1001488,CUST501488,ACC701488,"2026-01-05 13:23:45",893.62,Airbnb,E-commerce,"Debit Card",MacBook,DEV594723,197.184.235.160,62.0,2,Kolkata,India,494241.86,2,27,264,10257.61,2544.35,0,1,1556,2026-01-05,13:23:45,"2026-01-05 13:23:45",Monday,January,2026,0,Afternoon,89.00,Gold,Low,"High Risk"
TXN1001669,CUST501669,ACC701669,"2025-11-28 11:08:04",3428.81,Microsoft,Electronics,"Debit Card",Windows,DEV152017,142.140.185.177,42.0,162,Chennai,India,1004986.01,3,28,230,70748.68,11693.27,0,1,1557,2025-11-28,11:08:04,"2025-11-28 11:08:04",Friday,November,2025,0,Morning,101.00,Premium,Medium,"High Risk"
TXN1001489,CUST501489,ACC701489,"2025-07-10 01:51:47",4218.94,Samsung,Electronics,"Mobile Wallet",Windows,DEV594732,44.172.117.43,58.0,149,Pune,India,1057305.68,7,6,70,34539.66,1161.97,0,1,1558,2025-07-10,01:51:47,"2025-07-10 01:51:47",Thursday,July,2025,0,Night,97.00,Premium,Medium,"High Risk"
TXN1001670,CUST501670,ACC701670,"2025-09-27 05:48:37",325.09,Ebay,Entertainment,"Mobile Wallet",iPhone,DEV594470,129.79.212.101,62.0,17,Bengaluru,India,991425.52,11,36,145,1509.04,4362.94,0,1,1559,2025-09-27,05:48:37,"2025-09-27 05:48:37",Saturday,September,2025,1,Night,197.00,Gold,Low,"High Risk"
TXN1001490,CUST501490,ACC701490,"2025-02-02 20:37:50",1660.37,Samsung,Travel,UPI,Tablet,DEV693055,210.69.221.84,24.0,157,Ahmedabad,India,852654.05,11,23,87,27367.80,9652.66,0,1,1560,2025-02-02,20:37:50,"2025-02-02 20:37:50",Sunday,February,2025,1,Evening,171.00,Gold,Medium,"High Risk"
TXN1001671,CUST501671,ACC701671,"2025-07-14 19:21:20",917.48,Target,E-commerce,"Credit Card",Tablet,DEV539418,219.135.14.98,59.0,153,Bengaluru,India,499283.18,11,9,72,10084.52,5923.19,0,0,1561,2025-07-14,19:21:20,"2025-07-14 19:21:20",Monday,July,2025,0,Evening,128.00,Gold,Low,"High Risk"
TXN1001491,CUST501491,ACC701491,"2024-10-20 08:55:20",606.26,Ebay,E-commerce,"Debit Card",Tablet,DEV461856,132.13.116.204,49,54,Kolkata,India,1126253.09,5,39,132,71457.98,8849.96,0,1,1562,2024-10-20,08:55:20,"2024-10-20 08:55:20",Sunday,October,2024,1,Morning,143.00,Premium,Low,"High Risk"
TXN1001672,CUST501672,ACC701672,"2026-05-09 09:33:15",7898.32,"Best buy",Travel,"Credit Card",Android,DEV189818,29.202.153.147,45.0,17,Pune,India,1262920.34,9,33,240,38677.70,10403.51,0,1,1563,2026-05-09,09:33:15,"2026-05-09 09:33:15",Saturday,May,2026,1,Morning,171.00,Premium,Medium,"High Risk"
TXN1001492,CUST501492,ACC701492,"2024-12-03 19:51:15",4904.41,Airbnb,Travel,"Net Banking",MacBook,DEV994027,175.52.120.162,76.0,59,"New York",USA,287744.93,6,15,198,69404.35,12121.87,1,1,1564,2024-12-03,19:51:15,"2024-12-03 19:51:15",Tuesday,December,2024,0,Evening,125.00,Gold,Medium,"High Risk"
TXN1001673,CUST501673,ACC701673,"2025-05-25 02:24:12",1070.78,Alibaba,Electronics,"Mobile Wallet",Tablet,DEV802303,13.34.191.245,28.0,19,Pune,India,137027.53,9,37,166,50045.67,2710.17,0,1,1565,2025-05-25,02:24:12,"2025-05-25 02:24:12",Sunday,May,2025,1,Night,179.00,Regular,Medium,"High Risk"
TXN1001493,CUST501493,ACC701493,"2024-11-09 01:09:27",9759.89,Flipkart,Electronics,"Mobile Wallet",iPhone,DEV625566,167.207.201.166,71.0,143,Mumbai,India,833328.29,3,31,1,14517.88,11704.16,0,0,1566,2024-11-09,01:09:27,"2024-11-09 01:09:27",Saturday,November,2024,1,Night,92.00,Gold,Medium,"High Risk"
TXN1001674,CUST501674,ACC701674,"2024-07-22 11:49:31",1578.16,Target,Retail,"Net Banking",MacBook,DEV723422,222.14.159.205,30.0,91,Pune,India,465247.28,9,0,194,38961.49,3631.36,0,1,1567,2024-07-22,11:49:31,"2024-07-22 11:49:31",Monday,July,2024,0,Morning,105.00,Gold,Medium,"High Risk"
TXN1001494,CUST501494,ACC701494,"2025-05-25 05:08:37",817.09,Uber,Retail,UPI,iPhone,DEV815828,196.37.82.54,64.0,141,Ahmedabad,India,426127.16,10,9,161,21428.73,12234.07,0,1,1568,2025-05-25,05:08:37,"2025-05-25 05:08:37",Sunday,May,2025,1,Night,133.00,Gold,Low,"High Risk"
TXN1001675,CUST501675,ACC701675,"2024-11-09 09:14:04",807.90,Uber,Food,"Mobile Wallet",Windows,DEV370272,54.235.26.171,40.0,2,Delhi,India,326066.43,5,21,41,69079.65,748.09,0,0,1569,2024-11-09,09:14:04,"2024-11-09 09:14:04",Saturday,November,2024,1,Morning,92.00,Gold,Low,"High Risk"
TXN1001495,CUST501495,ACC701495,"2026-01-16 02:27:34",2243.52,Netflix,Electronics,"Net Banking",Android,DEV583543,168.98.18.39,30.0,91,"New York",USA,298493.85,0,28,210,37413.46,156.25,1,1,1570,2026-01-16,02:27:34,"2026-01-16 02:27:34",Friday,January,2026,0,Night,91.00,Gold,Medium,"High Risk"
TXN1001496,CUST501496,ACC701496,"2025-11-09 01:26:41",428.49,Apple,Entertainment,"Credit Card",Android,DEV900469,83.164.173.103,35.0,9,Tokyo,Indai,383324.56,2,28,259,25786.67,1262.48,1,0,1571,2025-11-09,01:26:41,"2025-11-09 01:26:41",Sunday,November,2025,1,Night,96.00,Gold,Low,"High Risk"
TXN1001676,CUST501676,ACC701676,"2026-01-18 00:02:03",710.70,Target,Retail,"Credit Card",Android,DEV846888,165.80.46.62,69.0,21,Hyderabad,India,80643.07,5,1,279,64594.61,14177.05,0,0,1572,2026-01-18,00:02:03,"2026-01-18 00:02:03",Sunday,January,2026,1,Night,52.00,Regular,Low,"High Risk"
TXN1001497,CUST501497,ACC701497,"2024-09-03 23:03:09",1733.66,"Best buy",E-commerce,"Credit Card",Android,DEV758929,206.62.182.227,28.0,162,Chennai,India,1152368.19,9,22,262,62669.89,10628.19,0,0,1573,2024-09-03,23:03:09,"2024-09-03 23:03:09",Tuesday,September,2024,0,Evening,134.00,Premium,Medium,"High Risk"
TXN1001677,CUST501677,ACC701677,"2025-04-25 16:24:09",1129.73,Netflix,Entertainment,UPI,Windows,DEV200768,47.48.203.72,67.0,19,Vijayawada,India,254305.70,4,17,55,35048.30,7383.58,0,1,1574,2025-04-25,16:24:09,"2025-04-25 16:24:09",Friday,April,2025,0,Afternoon,89.00,Gold,Medium,"High Risk"
TXN1001498,CUST501498,ACC701498,"2025-06-20 14:04:32",2939.71,"Best buy",Food,"Credit Card",iPhone,DEV302415,154.111.70.85,80.0,64,Dubai,UAE,1115493.59,5,12,77,22740.60,11962.03,1,0,1575,2025-06-20,14:04:32,"2025-06-20 14:04:32",Friday,June,2025,0,Afternoon,94.00,Premium,Medium,"High Risk"
TXN1001678,CUST501678,ACC701678,"2024-10-03 17:52:40",933.50,Uber,Retail,"Net Banking",iPhone,DEV477719,110.60.110.203,69.0,165,Kolkata,Germany,1062394.69,4,18,46,71177.18,11022.33,1,1,1576,2024-10-03,17:52:40,"2024-10-03 17:52:40",Thursday,October,2024,0,Afternoon,111.00,Premium,Low,"High Risk"
TXN1001499,CUST501499,ACC701499,"2024-07-21 06:14:39",10434.88,Amazon,Food,"Net Banking",MacBook,DEV656713,19.222.98.22,50.0,98,Hyderabad,India,467024.76,8,2,295,25288.83,5026.82,0,0,1577,2024-07-21,06:14:39,"2024-07-21 06:14:39",Sunday,July,2024,1,Morning,84.00,Gold,High,"High Risk"
TXN1001679,CUST501679,ACC701679,"2025-06-23 20:07:02",4710.28,Microsoft,Retail,"Mobile Wallet",Windows,DEV521729,214.90.237.137,77.0,156,Sydney,Australia,1074203.01,0,27,3,56732.03,14390.30,1,0,1578,2025-06-23,20:07:02,"2025-06-23 20:07:02",Monday,June,2025,0,Evening,74.00,Premium,Medium,"High Risk"
TXN1001500,CUST501500,ACC701500,"2026-06-08 04:07:35",8583.30,Ebay,E-commerce,"Credit Card",MacBook,DEV686676,110.195.252.5,60.0,58,Kolkata,India,588393.26,5,31,3,36782.01,9686.17,0,1,1579,2026-06-08,04:07:35,"2026-06-08 04:07:35",Monday,June,2026,0,Night,127.00,Gold,Medium,"High Risk"
TXN1001680,CUST501680,ACC701680,"2025-11-16 23:13:38",2242.55,Costco,E-commerce,UPI,Tablet,DEV759415,178.38.148.121,72.0,130,Ahmedabad,India,1304454.31,9,37,95,9038.65,1181.01,0,1,1580,2025-11-16,23:13:38,"2025-11-16 23:13:38",Sunday,November,2025,1,Evening,179.00,Premium,Medium,"High Risk"
TXN1001501,CUST501501,ACC701501,"2025-04-05 05:44:07",9344.08,"Google play",Entertainment,"Mobile Wallet",Android,DEV195761,32.141.138.191,61.0,59,Hyderabad,India,1358089.57,11,17,75,60693.28,13388.44,0,1,1581,2025-04-05,05:44:07,"2025-04-05 05:44:07",Saturday,April,2025,1,Night,159.00,Premium,Medium,"High Risk"
TXN1001681,CUST501681,ACC701681,"2026-04-01 01:13:25",5008.46,Apple,Food,UPI,Tablet,DEV743212,32.155.52.38,69.0,174,London,UK,213773.98,5,13,284,16820.96,1682.21,1,0,1582,2026-04-01,01:13:25,"2026-04-01 01:13:25",Wednesday,April,2026,0,Night,96.00,Regular,Medium,"High Risk"
TXN1001502,CUST501502,ACC701502,"2026-02-06 07:16:51",1067.32,Uber,Electronics,"Debit Card",Android,DEV825732,195.237.178.212,39.0,151,Ahmedabad,India,10532.76,9,17,208,765.96,4822.64,0,0,1583,2026-02-06,07:16:51,"2026-02-06 07:16:51",Friday,February,2026,0,Morning,124.00,Regular,Medium,"High Risk"
TXN1001682,CUST501682,ACC701682,"2026-05-12 04:18:06",451.58,Costco,Retail,"Net Banking",iPhone,DEV612558,204.210.245.188,39.0,33,Vijayawada,India,350314.65,3,39,176,26584.05,7864.43,0,0,1584,2026-05-12,04:18:06,"2026-05-12 04:18:06",Tuesday,May,2026,0,Night,108.00,Gold,Low,"High Risk"
