transaction_id,customer_id,account_id,transaction_datetime,transaction_amount,merchant_name,merchant_category,payment_channel,device_type,device_id,ip_address,customer_age,customer_tenure_months,customer_city,customer_country,account_balance,failed_transactions_last_24h,transactions_last_24h,transactions_last_30d,avg_transaction_amount_30d,distance_from_home_km,is_international,is_new_device
TXN1000757,CUST500757,ACC700757,2025-10-19 10:23:46.739086,4802.64,Costco,Retail,Mobile Wallet,iPhone,DEV615348,133.128.92.154,78.0,99,Bengaluru,India,591086.56,9,9,141,20398.37,10526.17,0,1
TXN1000758,CUST500758,ACC700758,2025-09-03 06:06:20.902744,850.48,Costco,Retail,Credit Card,iPhone,DEV284222,71.125.60.27,32.0,21,Vijayawada,India,343876.61,1,1,58,2846.69,1191.44,0,0
TXN1000759,CUST500759,ACC700759,2025-02-01 03:01:08.408576,511.95,eBay,Electronics,Net Banking,iPhone,DEV263131,208.101.164.88,22.0,9,Dubai,UAE,524963.51,8,10,246,39655.21,13040.3,1,1
TXN1000760,CUST500760,ACC700760,2025-02-27 07:28:37.204269,6197.32,Google Play,Entertainment,Net Banking,Android,DEV471833,211.187.91.204,80.0,124,Ahmedabad,India,367935.77,4,33,268,52295.11,446.69,0,0
TXN1000761,CUST500761,ACC700761,2025-06-06 14:58:01.581758,442.63,Google Play,Food,Mobile Wallet,Windows,DEV114916,177.93.163.235,26.0,167,Chennai,India,982841.87,0,2,226,69462.95,14863.67,0,1
TXN1000762,CUST500762,ACC700762,2024-08-11 13:26:35.434426,379.54,Netflix,Food,Credit Card,MacBook,DEV827519,203.54.27.118,23.0,138,Kolkata,India,296641.48,7,9,22,52579.04,7856.05,0,0
TXN1000763,CUST500763,ACC700763,2026-02-18 13:28:55.361617,263.59,Best Buy,Food,Debit Card,iPhone,DEV392751,210.199.34.16,21.0,51,Mumbai,India,44959.28,8,25,111,59072.9,13291.06,0,1
TXN1000764,CUST500764,ACC700764,2025-09-12 02:16:35.600630,110.56,Apple,Travel,Net Banking,MacBook,DEV608327,132.76.35.207,77.0,104,Hyderabad,India,641281.6,5,16,107,8514.89,4103.68,0,0
TXN1000765,CUST500765,ACC700765,2025-07-09 16:23:49.110158,639.63,Amazon,Entertainment,Net Banking,Tablet,DEV776742,106.105.249.6,78.0,160,Sydney,Australia,535711.86,1,30,250,10503.15,14692.07,1,0
TXN1000766,CUST500766,ACC700766,2024-11-25 07:02:12.288439,206.56,Apple,E-commerce,UPI,Android,DEV643094,155.24.57.160,21.0,143,Bengaluru,India,888149.56,11,30,188,27921.38,1649.02,0,1
TXN1000767,CUST500767,ACC700767,2025-01-12 00:23:09.286256,1744.8,Walmart,Entertainment,UPI,Windows,DEV541730,97.111.15.128,41.0,43,Vijayawada,India,447921.54,1,26,297,13681.63,14828.89,0,1
TXN1000768,CUST500768,ACC700768,2024-10-22 02:59:34.029648,193.17,Google Play,Retail,Debit Card,MacBook,DEV215116,173.67.194.254,21.0,78,Bengaluru,India,998516.28,11,9,213,43180.59,13954.77,0,1
TXN1000769,CUST500769,ACC700769,2025-03-31 01:05:29.919878,605.3,Google Play,E-commerce,UPI,Windows,DEV700056,180.234.83.161,22.0,55,Ahmedabad,India,538070.29,3,39,153,60965.42,13859.83,0,1
TXN1000770,CUST500770,ACC700770,2025-06-23 02:30:24.509860,18621.31,Samsung,Travel,Credit Card,Android,DEV987477,112.191.249.38,22.0,59,Tokyo,Japan,788385.83,4,12,28,29523.38,11586.55,1,0
TXN1000771,CUST500771,ACC700771,2024-07-20 04:09:55.519197,2553.25,Apple,Travel,Debit Card,iPhone,DEV894444,118.243.160.228,38.0,65,Tokyo,Japan,1180549.63,5,27,258,73014.76,10789.97,1,0
TXN1000772,CUST500772,ACC700772,2024-08-11 18:38:46.418801,1906.08,Netflix,Electronics,Net Banking,Windows,DEV157370,110.191.32.91,32.0,37,Ahmedabad,India,1346003.96,7,24,155,46171.18,8771.52,0,1
TXN1000773,CUST500773,ACC700773,2025-08-05 03:12:46.629521,357.54,Apple,Electronics,Credit Card,Tablet,DEV277013,204.50.117.43,80.0,175,Sydney,Australia,71617.16,3,17,36,3342.9,5208.52,1,1
TXN1000774,CUST500774,ACC700774,2025-12-27 02:54:32.181834,1414.32,Google Play,Food,Mobile Wallet,Tablet,DEV996104,199.213.186.59,49.0,27,Hyderabad,India,567208.62,5,14,39,51908.03,3412.01,0,0
TXN1000775,CUST500775,ACC700775,2024-12-09 07:17:42.050346,1897.15,Uber,E-commerce,Credit Card,iPhone,DEV536519,139.116.105.101,52.0,148,Vijayawada,India,1188220.04,12,1,140,55763.81,909.12,0,1
TXN1000776,CUST500776,ACC700776,2024-09-06 23:07:12.762121,363.15,Flipkart,Travel,Net Banking,,DEV619887,218.58.251.148,,105,Paris,France,742162.93,8,21,271,4711.35,4170.05,1,0
TXN1000777,CUST500777,ACC700777,2025-02-20 16:34:40.628098,2051.2,Alibaba,Electronics,Credit Card,Tablet,DEV875772,161.119.62.238,,89,Kolkata,India,257730.48,8,32,178,38895.25,9994.36,0,1
TXN1000778,CUST500778,ACC700778,2025-10-28 06:59:31.138372,5950.51,Google Play,Retail,Net Banking,MacBook,DEV689317,172.173.205.165,53.0,4,Dubai,UAE,313653.1,2,36,153,44407.77,4203.47,1,1
TXN1000779,CUST500779,ACC700779,2025-05-10 04:42:29.563289,1276.33,Netflix,Electronics,Debit Card,iPhone,DEV467981,82.216.80.131,,32,Delhi,India,901019.17,11,23,48,60284.55,14366.09,0,1
TXN1000780,CUST500780,ACC700780,2024-10-18 09:06:06.837686,1484.4,eBay,Travel,Credit Card,Windows,DEV413883,63.240.16.181,64.0,115,Sydney,Australia,1301801.09,11,36,11,27440.1,5314.46,1,0
TXN1000781,CUST500781,ACC700781,2025-11-30 02:28:40.256872,234.61,Target,E-commerce,Debit Card,MacBook,DEV368999,201.231.129.228,60.0,84,Mumbai,India,688660.18,2,35,295,55804.73,6686.48,0,1
TXN1000782,CUST500782,ACC700782,2025-07-26 20:01:22.385859,446.2,Target,Retail,Credit Card,,DEV589168,16.196.228.174,68.0,75,Dubai,UAE,512461.62,3,12,14,29736.97,10574.05,1,1
TXN1000783,CUST500783,ACC700783,2024-11-29 15:00:03.933052,5206.67,Microsoft,Retail,Mobile Wallet,iPhone,DEV583780,150.123.84.6,19.0,110,Pune,India,224162.8,10,37,39,31536.55,1751.25,0,0
TXN1000784,CUST500784,ACC700784,2024-11-18 03:01:58.743623,933.04,eBay,Travel,UPI,MacBook,DEV857481,220.208.14.190,66.0,68,Delhi,India,1469412.03,1,1,133,14751.48,14646.12,0,0
TXN1000785,CUST500785,ACC700785,2025-10-05 14:53:49.967621,713.58,Uber,Food,Debit Card,iPhone,DEV371413,223.205.79.242,34.0,166,London,UK,1414116.9,10,6,152,52865.26,3209.05,1,0
TXN1000786,CUST500786,ACC700786,2025-04-24 18:29:11.028675,904.53,Uber,Electronics,UPI,Android,DEV985361,205.20.65.25,75.0,122,Hyderabad,India,593032.64,1,10,169,10898.38,4907.24,0,1
TXN1000787,CUST500787,ACC700787,2024-10-31 11:01:13.532095,1707.07,Apple,E-commerce,UPI,iPhone,DEV191386,81.205.15.147,27.0,74,Toronto,Canada,366080.36,12,26,78,37488.41,7824.17,1,0
TXN1000788,CUST500788,ACC700788,2025-09-25 19:16:45.752523,567.69,Walmart,Retail,UPI,Tablet,DEV386421,219.84.21.251,30.0,166,Vijayawada,India,462841.98,5,0,268,9962.14,11270.43,0,0
TXN1000789,CUST500789,ACC700789,2026-05-22 06:18:32.787117,2051.89,Target,E-commerce,UPI,Windows,DEV189668,132.146.187.202,23.0,52,Delhi,India,321299.48,11,8,28,4777.39,2533.89,0,1
TXN1000790,CUST500790,ACC700790,2024-11-10 12:57:46.422451,464.05,Flipkart,Electronics,Mobile Wallet,iPhone,DEV444952,216.56.79.246,18.0,11,Dubai,UAE,791067.04,6,8,185,16403.86,514.33,1,0
TXN1000791,CUST500791,ACC700791,2024-09-30 12:47:51.481074,3920.6,Flipkart,Travel,UPI,Tablet,DEV689675,13.192.202.119,59.0,45,Delhi,India,514047.06,11,20,94,22155.03,14977.83,0,0
TXN1000792,CUST500792,ACC700792,2025-08-08 11:31:26.724647,628.25,eBay,E-commerce,Mobile Wallet,Windows,DEV180246,46.171.26.23,77.0,84,Hyderabad,India,689555.98,8,10,54,19960.85,2429.15,0,0
TXN1000793,CUST500793,ACC700793,2025-12-09 04:22:15.757664,6770.08,eBay,E-commerce,Mobile Wallet,iPhone,DEV807681,192.182.2.141,63.0,67,Kolkata,India,848488.58,6,34,196,47618.35,2159.91,0,0
TXN1000794,CUST500794,ACC700794,2025-01-12 00:34:48.235746,1789.99,Microsoft,Electronics,Net Banking,Tablet,DEV357362,182.36.110.123,50.0,105,Mumbai,India,1123125.02,11,12,183,19088.06,13675.08,0,0
TXN1000795,CUST500795,ACC700795,2025-07-12 22:10:16.402633,776.16,Uber,Electronics,UPI,,DEV240660,133.210.112.215,59.0,141,Paris,France,526883.82,4,20,270,29452.32,14638.85,1,0
TXN1000796,CUST500796,ACC700796,2026-02-02 01:20:45.003485,4498.33,Netflix,Retail,Mobile Wallet,Tablet,DEV681678,191.161.39.38,55.0,178,Pune,India,673748.5,4,17,32,74454.44,10480.19,0,1
TXN1000797,CUST500797,ACC700797,2024-12-28 12:42:32.151397,457.37,Microsoft,Travel,Mobile Wallet,MacBook,DEV316054,143.206.145.40,51.0,63,Singapore,Singapore,240909.62,0,35,288,74133.58,10294.66,1,1
TXN1000798,CUST500798,ACC700798,2026-03-02 19:15:35.802353,1046.22,Target,E-commerce,UPI,MacBook,DEV362143,144.177.52.115,24.0,47,Ahmedabad,Indai,116613.39,3,38,243,65022.38,13855.21,0,0
TXN1000799,CUST500799,ACC700799,2026-01-30 22:27:32.620331,1807.91,Target,E-commerce,Credit Card,Tablet,DEV253648,138.137.99.158,66.0,29,New York,USA,402437.61,8,29,118,11554.57,718.22,1,0
TXN1000800,CUST500800,ACC700800,2024-09-14 15:04:52.734229,1601.72,Best Buy,Electronics,Net Banking,Tablet,DEV588860,207.53.26.174,25.0,14,Bengaluru,India,575649.6,5,6,217,50727.55,13356.67,0,0
TXN1000801,CUST500801,ACC700801,2025-08-05 06:11:39.984889,242.6,eBay,Travel,UPI,MacBook,DEV678878,192.229.72.218,76.0,8,Toronto,Canada,488074.03,4,3,118,42566.83,6101.76,1,0
TXN1000802,CUST500802,ACC700802,2024-08-23 13:35:27.976279,720.07,Costco,Food,Net Banking,iPhone,DEV749664,191.171.87.207,35.0,103,London,UK,1270615.21,5,8,36,72907.98,9986.28,1,0
TXN1000803,CUST500803,ACC700803,2026-06-07 06:15:43.122723,2139.3,Microsoft,Entertainment,Net Banking,iPhone,DEV653210,144.55.222.76,57.0,23,Chennai,India,687959.37,6,7,195,42444.89,7427.26,0,0
TXN1000804,CUST500804,ACC700804,2026-01-17 10:39:50.171680,483.04,Netflix,Entertainment,Credit Card,Android,DEV154194,125.115.166.109,69.0,121,Delhi,India,610127.83,9,28,147,61189.86,9177.2,0,1
TXN1000805,CUST500805,ACC700805,2025-05-07 02:26:57.013086,6415.22,Microsoft,Electronics,Debit Card,MacBook,DEV498600,193.109.130.120,34.0,49,Bengaluru,India,258441.17,2,13,63,28215.16,13990.82,0,0
TXN1000806,CUST500806,ACC700806,2026-04-19 19:39:41.420054,2966.63,Walmart,Retail,Debit Card,Tablet,DEV581137,205.107.200.230,52.0,167,Berlin,Germany,492891.16,12,13,217,23762.08,12320.12,1,0
TXN1000807,CUST500807,ACC700807,2025-04-10 10:36:35.456518,1081.13,Walmart,Food,Debit Card,Tablet,DEV487371,197.100.155.235,19.0,172,London,UK,980387.98,11,14,162,12314.62,12438.34,1,0
TXN1000808,CUST500808,ACC700808,2026-04-24 18:40:28.959069,1450.56,Amazon,E-commerce,Debit Card,Tablet,DEV285098,54.244.244.84,64.0,93,Hyderabad,India,130451.82,9,27,176,70340.99,10038.78,0,1
TXN1000809,CUST500809,ACC700809,2026-01-30 07:00:25.083847,11632.57,Alibaba,Travel,Mobile Wallet,MacBook,DEV741229,185.249.213.227,56.0,92,Sydney,Australia,813145.55,9,29,282,67684.48,9378.66,1,0
TXN1000810,CUST500810,ACC700810,2025-02-28 21:18:25.823273,4610.02,Microsoft,Electronics,Net Banking,Windows,DEV921608,52.133.179.210,57.0,2,Berlin,Germany,599164.75,10,15,253,28498.49,8173.0,1,0
TXN1000811,CUST500811,ACC700811,2025-04-10 21:13:39.721092,2644.45,Airbnb,Electronics,Mobile Wallet,iPhone,DEV715361,198.163.18.104,62.0,48,Ahmedabad,Indai,155247.68,3,34,125,61573.78,2580.92,0,1
TXN1000812,CUST500812,ACC700812,2025-03-09 05:21:57.819835,438.99,Flipkart,Retail,Debit Card,MacBook,DEV739092,69.201.55.182,54.0,160,Bengaluru,India,476955.41,12,37,264,26474.25,4522.41,0,0
TXN1000813,CUST500813,ACC700813,2025-11-02 03:47:03.099976,9224.44,Amazon,Retail,Debit Card,Android,DEV203202,212.150.253.156,54.0,14,Sydney,Australia,1157359.54,10,31,196,69463.92,12537.56,1,0
TXN1000814,CUST500814,ACC700814,2025-08-05 03:46:14.858247,5179.18,Amazon,E-commerce,UPI,MacBook,DEV339834,196.183.229.214,76.0,101,Chennai,India,1484350.76,7,5,223,71880.18,6507.89,0,1
TXN1000815,CUST500815,ACC700815,2024-11-20 06:29:09.078710,1558.68,Amazon,E-commerce,UPI,MacBook,DEV154400,73.134.126.245,74.0,90,Ahmedabad,India,1311790.56,3,29,215,23277.58,13329.39,0,0
TXN1000816,CUST500816,ACC700816,2024-08-09 19:46:30.252909,1043.46,Best Buy,Entertainment,Debit Card,Tablet,DEV778781,207.73.106.58,48.0,103,Kolkata,India,347518.66,8,4,122,19351.68,6268.52,0,1
TXN1000817,CUST500817,ACC700817,2024-11-28 23:59:24.458297,1498.31,Samsung,Travel,Credit Card,Andriod,DEV356232,86.223.225.216,49.0,138,New York,USA,193003.13,0,18,95,15440.29,2094.52,1,1
TXN1000818,CUST500818,ACC700818,2025-09-02 03:05:08.181592,543.52,Costco,Entertainment,Debit Card,Tablet,DEV899952,215.75.99.199,46.0,148,Paris,France,562105.88,12,4,217,33644.33,2882.81,1,0
TXN1000819,CUST500819,ACC700819,2024-12-03 00:44:44.465625,1129.14,Apple,Travel,Mobile Wallet,Tablet,DEV425603,45.44.97.38,68.0,3,Dubai,UAE,486490.02,5,3,99,57842.67,822.56,1,1
TXN1000820,CUST500820,ACC700820,2025-07-30 06:56:39.642453,3878.33,eBay,Entertainment,Debit Card,Windows,DEV197433,2.160.50.123,40.0,87,Ahmedabad,India,550407.94,11,20,216,29781.27,14947.51,0,1
TXN1000821,CUST500821,ACC700821,2025-08-04 16:40:58.916403,296.6,Apple,E-commerce,Debit Card,iPhone,DEV547524,191.63.253.114,20.0,18,Bengaluru,India,782362.57,6,19,68,31310.97,11519.83,0,0
TXN1000822,CUST500822,ACC700822,2024-06-27 07:36:41.931972,1320.71,eBay,Food,Credit Card,Android,DEV806923,196.33.23.164,37.0,13,London,UK,891258.5,1,10,258,21973.14,2648.91,1,0
TXN1000823,CUST500823,ACC700823,2025-07-20 14:54:52.601856,2025.87,Google Play,Entertainment,Net Banking,iPhone,DEV427252,187.185.237.115,61.0,8,Ahmedabad,India,890243.14,4,10,81,35847.69,7289.09,0,1
TXN1000824,CUST500824,ACC700824,2024-09-03 22:22:50.767417,2005.34,Alibaba,Entertainment,UPI,Windows,DEV555226,152.36.182.222,43.0,155,London,UK,49972.92,8,16,160,56261.05,221.29,1,1
TXN1000825,CUST500825,ACC700825,2025-06-26 17:48:34.331246,556.16,Microsoft,Entertainment,Mobile Wallet,Android,DEV211387,203.164.250.138,,129,Kolkata,India,422874.69,7,31,197,4699.75,1005.38,0,1
TXN1000826,CUST500826,ACC700826,2025-04-16 06:35:27.779068,554.38,Alibaba,Travel,Debit Card,Windows,DEV967315,170.147.110.232,54.0,30,Chennai,India,1456485.22,2,1,283,50269.68,11679.0,0,0
TXN1000827,CUST500827,ACC700827,2026-06-08 15:11:53.959280,5373.13,Best Buy,Retail,Net Banking,Tablet,DEV589531,19.25.158.96,40.0,124,Berlin,Germany,1376112.95,3,10,141,13977.57,10318.26,1,0
TXN1000828,CUST500828,ACC700828,2025-03-13 08:33:26.980826,531.38,Samsung,Travel,UPI,Tablet,DEV719872,206.198.58.232,,70,Singapore,Singapore,217701.6,1,16,38,6072.26,6299.61,1,1
TXN1000829,CUST500829,ACC700829,2025-01-09 11:36:10.030166,4957.47,Samsung,Travel,UPI,MacBook,DEV615028,179.179.198.157,45.0,175,Vijayawada,India,649306.39,10,27,23,10023.23,5073.06,0,0
TXN1000830,CUST500830,ACC700830,2026-01-23 21:27:48.551342,1116.14,Walmart,Travel,Debit Card,iPhone,DEV580470,195.171.151.213,47.0,95,Paris,France,1125389.9,4,16,134,61651.16,4008.88,1,0
TXN1000831,CUST500831,ACC700831,2026-06-07 16:55:24.147016,5323.02,Uber,Retail,UPI,Android,DEV228571,133.5.253.205,71.0,89,Hyderabad,India,1381776.76,5,26,147,55397.84,2303.55,0,1
TXN1000832,CUST500832,ACC700832,2025-07-07 10:39:13.720260,1186.69,Airbnb,E-commerce,Net Banking,iPhone,DEV573569,161.87.104.51,30.0,36,Dubai,UAE,868285.75,1,24,83,58105.08,2864.49,1,1
TXN1000833,CUST500833,ACC700833,2024-12-07 11:33:45.062852,563.14,Netflix,Travel,Mobile Wallet,Tablet,DEV300102,109.120.196.244,32.0,50,Kolkata,India,975821.79,5,32,299,51838.13,6722.62,0,0
TXN1000834,CUST500834,ACC700834,2025-03-25 12:00:04.026875,4258.0,,Food,Credit Card,Windows,DEV907945,219.136.96.171,68.0,104,Kolkata,India,1339325.22,4,8,8,1974.46,4311.76,0,0
TXN1000835,CUST500835,ACC700835,2026-03-31 21:13:06.551850,1776.87,Best Buy,Travel,Debit Card,Android,DEV943275,4.226.69.183,76.0,117,Pune,India,917753.18,10,9,21,72648.15,10446.15,0,1
TXN1000836,CUST500836,ACC700836,2025-05-06 15:37:48.919741,7696.93,Costco,Food,Credit Card,Tablet,DEV206382,94.42.186.40,30.0,29,Toronto,Canada,413762.69,12,20,52,6453.66,2308.35,1,1
TXN1000837,CUST500837,ACC700837,2025-10-08 21:33:57.836828,4412.51,Netflix,Food,Debit Card,,DEV496009,156.32.200.218,52.0,52,Vijayawada,India,557999.84,7,6,28,6336.0,2404.01,0,0
TXN1000838,CUST500838,ACC700838,2024-10-07 02:04:43.113844,1437.37,Costco,Travel,UPI,Android,DEV408868,195.88.218.120,58.0,174,Vijayawada,India,619135.85,1,14,64,38759.55,6652.11,0,0
TXN1000839,CUST500839,ACC700839,2024-09-08 18:37:13.814031,1153.24,Uber,Travel,Credit Card,Tablet,DEV248436,215.151.54.35,50.0,1,Kolkata,India,189538.89,0,9,45,68087.28,79.17,0,0
TXN1000840,CUST500840,ACC700840,2026-05-20 04:51:36.322797,1850.8,Costco,Food,UPI,MacBook,DEV637410,211.5.158.20,29.0,54,Dubai,UAE,493620.24,0,12,66,67926.24,8920.95,1,1
TXN1000841,CUST500841,ACC700841,2026-03-08 20:09:52.224478,2186.83,Costco,Retail,Mobile Wallet,iPhone,DEV746125,177.4.253.237,53.0,151,Chennai,India,519312.96,4,21,11,66869.65,7519.69,0,1
TXN1000842,CUST500842,ACC700842,2025-08-27 19:02:58.837402,748.63,Best Buy,Entertainment,Mobile Wallet,MacBook,DEV623966,131.162.100.121,32.0,25,Singapore,Singapore,1405540.34,2,15,104,21628.44,6726.03,1,0
TXN1000843,CUST500843,ACC700843,2025-09-02 18:09:09.571019,4196.22,Apple,Food,UPI,MacBook,DEV508380,212.89.141.42,58.0,153,Berlin,Germany,1486591.84,3,36,56,59682.58,6849.23,1,1
TXN1000844,CUST500844,ACC700844,2025-09-22 04:33:40.947905,1215.17,Netflix,Retail,Mobile Wallet,Android,DEV288652,170.175.64.113,49.0,97,London,UK,751411.66,2,2,59,17448.66,2993.65,1,0
TXN1000845,CUST500845,ACC700845,2024-10-06 14:12:12.113246,1184.38,Alibaba,Entertainment,Mobile Wallet,Tablet,DEV684203,142.4.73.154,26.0,180,New York,USA,709546.26,6,36,162,60956.86,2855.83,1,0
TXN1000846,CUST500846,ACC700846,2025-04-17 05:42:18.881452,1052.91,,Electronics,UPI,MacBook,DEV484252,216.207.68.19,26.0,180,Dubai,UAE,21059.53,8,10,164,42924.03,1966.34,1,1
TXN1000847,CUST500847,ACC700847,2026-01-31 10:03:53.403366,2277.92,Costco,Food,Debit Card,iPhone,DEV557822,153.31.82.119,63.0,101,Toronto,Canada,780982.2,11,7,135,39004.54,14714.25,1,0
TXN1000848,CUST500848,ACC700848,2026-05-18 03:53:34.573518,905.01,Alibaba,Food,UPI,Android,DEV284096,175.155.116.23,72.0,34,Delhi,India,3901.29,8,24,4,68065.99,8584.45,0,0
TXN1000849,CUST500849,ACC700849,2025-04-21 16:57:41.147562,2069.31,,Entertainment,UPI,MacBook,DEV786875,193.107.60.149,23.0,173,Ahmedabad,India,1324546.57,3,19,288,27821.34,9211.46,0,1
TXN1000850,CUST500850,ACC700850,2025-02-18 03:24:17.891765,28756.04,Flipkart,E-commerce,UPI,iPhone,DEV957472,223.39.15.74,67.0,14,Sydney,Australia,1089452.47,0,11,67,29758.4,4953.78,1,1
TXN1000851,CUST500851,ACC700851,2025-08-23 01:14:28.401828,1713.67,Best Buy,Electronics,Mobile Wallet,MacBook,DEV387743,134.186.99.99,67.0,33,Dubai,UAE,1119226.71,7,8,125,20585.75,4142.57,1,1
TXN1000852,CUST500852,ACC700852,2024-12-30 05:44:59.375108,1171.45,eBay,Entertainment,Credit Card,MacBook,DEV619780,153.13.178.23,75.0,10,Bengaluru,India,1061071.53,8,21,68,26798.77,10906.43,0,1
TXN1000853,CUST500853,ACC700853,2024-12-05 01:10:55.009853,341.15,Microsoft,Entertainment,UPI,iPhone,DEV486257,212.136.25.140,59.0,98,Kolkata,India,1296735.16,1,16,192,19742.29,13638.71,0,0
TXN1000854,CUST500854,ACC700854,2024-10-20 04:27:36.403782,1901.16,Amazon,Food,Debit Card,iPhone,DEV668686,105.114.3.17,65.0,33,London,UK,185621.32,9,0,176,28955.0,8880.39,1,0
TXN1000855,CUST500855,ACC700855,2025-10-28 00:43:36.106796,596.32,Target,Retail,Mobile Wallet,Windows,DEV260276,150.0.55.106,32.0,149,Pune,India,911014.9,1,10,186,26130.82,14364.8,0,0
TXN1000856,CUST500856,ACC700856,2026-03-18 04:33:29.294992,1241.95,Alibaba,Travel,UPI,Tablet,DEV211692,29.82.55.3,44.0,157,Vijayawada,India,999960.88,11,40,262,66878.6,5947.04,0,0
TXN1000857,CUST500857,ACC700857,2025-10-30 04:11:28.584145,2104.03,eBay,E-commerce,Debit Card,Android,DEV630401,220.208.110.64,76.0,143,Delhi,India,281445.71,3,26,163,22345.79,6486.21,0,1
TXN1000858,CUST500858,ACC700858,2025-03-11 11:27:23.314857,320.22,Samsung,E-commerce,Mobile Wallet,Tablet,DEV340054,89.87.39.239,33.0,170,Singapore,Singapore,944815.21,5,21,170,47441.45,14030.13,1,1
TXN1000859,CUST500859,ACC700859,2024-09-11 13:13:14.041673,2116.38,Walmart,Retail,Credit Card,Android,DEV231450,71.44.176.237,37.0,16,Sydney,Australia,528330.18,6,35,178,46331.47,4252.6,1,1
TXN1000860,CUST500860,ACC700860,2024-09-27 15:46:56.523333,2451.65,Walmart,E-commerce,Net Banking,Tablet,DEV190180,68.174.128.159,76.0,4,Dubai,UAE,1215445.51,1,35,120,38738.79,9844.21,1,0
TXN1000861,CUST500861,ACC700861,2026-02-12 19:52:12.929283,494.18,Target,Travel,Debit Card,Windows,DEV219513,122.146.205.40,35.0,27,Mumbai,India,971707.64,11,36,244,21109.8,4663.88,0,0
TXN1000862,CUST500862,ACC700862,2025-04-15 14:57:07.068735,1221.32,Amazon,E-commerce,UPI,MacBook,DEV167545,24.11.129.104,64.0,26,Sydney,Australia,374715.85,1,32,3,31092.77,7306.49,1,1
TXN1000863,CUST500863,ACC700863,2026-06-07 21:04:58.996201,289.84,Microsoft,Retail,Net Banking,Tablet,DEV960224,13.65.78.145,46.0,170,Hyderabad,India,609784.9,3,8,215,58276.03,11771.52,0,0
TXN1000864,CUST500864,ACC700864,2026-04-01 10:39:32.551778,8738.56,Uber,E-commerce,Net Banking,MacBook,DEV433896,107.177.161.3,34.0,90,Pune,India,671641.4,9,7,70,74918.57,369.45,0,0
TXN1000865,CUST500865,ACC700865,2025-10-12 05:02:28.407182,2516.35,Microsoft,E-commerce,Net Banking,Android,DEV266952,95.53.244.48,44.0,93,Bengaluru,India,62143.95,6,27,218,47468.5,13658.23,0,1
TXN1000866,CUST500866,ACC700866,2026-03-09 04:10:06.189684,1510.83,eBay,Entertainment,UPI,MacBook,DEV527153,2.151.119.88,22.0,129,Delhi,India,1459204.18,3,36,137,37645.72,9724.61,0,0
TXN1000867,CUST500867,ACC700867,2025-03-01 14:11:23.009224,1535.43,Google Play,Retail,UPI,Android,DEV880618,32.155.131.202,40.0,113,Ahmedabad,India,1037590.71,5,1,252,19825.31,13716.84,0,1
TXN1000868,CUST500868,ACC700868,2026-05-08 10:48:17.800708,5605.16,Samsung,E-commerce,Credit Card,Android,DEV966578,184.106.24.95,27.0,107,Ahmedabad,India,1400917.67,5,19,258,58540.82,7825.48,0,0
TXN1000869,CUST500869,ACC700869,2025-05-16 19:46:18.694876,1645.56,Best Buy,Entertainment,UPI,Android,DEV439627,217.36.135.224,35.0,132,Toronto,Canada,334374.85,2,1,182,18392.12,8361.58,1,1
TXN1000870,CUST500870,ACC700870,2025-12-25 12:55:21.461231,2516.98,Google Play,E-commerce,UPI,Windows,DEV709423,164.25.64.191,58.0,132,Mumbai,India,152213.49,9,40,102,54138.19,6861.17,0,0
TXN1000871,CUST500871,ACC700871,2025-06-02 21:39:20.520993,8255.46,Apple,Travel,UPI,Windows,DEV133861,219.214.214.134,45.0,169,Kolkata,India,79162.91,7,40,142,35519.25,8538.08,0,0
TXN1000872,CUST500872,ACC700872,2024-07-12 00:24:28.370522,1279.0,Netflix,Electronics,Net Banking,Tablet,DEV795685,201.199.44.181,59.0,140,Vijayawada,India,337177.92,0,33,86,45681.03,4100.42,0,1
TXN1000873,CUST500873,ACC700873,2024-08-31 18:04:00.052048,606.29,Netflix,Electronics,Mobile Wallet,iPhone,DEV850592,18.174.235.164,48.0,153,Chennai,India,588805.65,9,7,19,71647.57,195.51,0,0
TXN1000874,CUST500874,ACC700874,2025-07-15 14:04:31.486962,792.74,Flipkart,Retail,Mobile Wallet,iPhone,DEV859927,173.161.249.176,79.0,25,London,UK,36382.14,12,20,30,48266.62,4895.93,1,0
TXN1000875,CUST500875,ACC700875,2026-05-04 09:27:30.136676,7545.18,eBay,E-commerce,Mobile Wallet,iPhone,DEV293355,177.233.123.231,57.0,83,Vijayawada,India,68398.83,1,26,85,53868.62,2608.23,0,1
TXN1000876,CUST500876,ACC700876,2025-05-04 10:32:29.771729,1981.14,Costco,Food,Net Banking,iPhone,DEV475330,155.148.133.67,74.0,126,Tokyo,Japan,1318018.49,7,2,278,62675.11,12654.66,1,1
TXN1000877,CUST500877,ACC700877,2024-11-17 04:58:19.638145,1094.08,Microsoft,Travel,Debit Card,iPhone,DEV369273,150.133.235.176,58.0,42,Vijayawada,India,1452393.45,11,0,41,51269.71,3169.59,0,1
TXN1000878,CUST500878,ACC700878,2025-01-15 22:45:43.455934,4786.93,Costco,Travel,Credit Card,Windows,DEV574970,189.135.144.122,35.0,21,Ahmedabad,India,506553.61,7,29,209,3208.32,12711.65,0,1
